link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6360187&GUID=E4AD4A29-9DFD-4647-8D30-5927013978D5&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372496&GUID=E1FACF55-8518-4962-91C0-B98D4B76D87A&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve Street Closures for the Ann Arbor Thanksgiving Day Turkey Trot - Thursday, November 23, 2023",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372827&GUID=86944A57-FAE3-4C93-A830-54FC37D9B531&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve the Platt Road Townhomes Development Agreement , 3680, 3696, 3746 & 3788 Platt  (CPC Recommendation: Approval - 8 Yeas and 0 Nays)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372470&GUID=69CA724C-E662-4B26-8850-B3CBCBEB63CF&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Approve a General Services Agreement with ADS LLC d/b/a ADS Environmental Services for Sanitary Sewer Flow Metering Services ($350,000.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372472&GUID=ABBF0A3D-4BF2-4CB6-8151-8B5D2BC43629&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve Change Order No. 2 to the Construction Contract with A.F. Smith Electric Inc. for the Wheeler Center Lighting Improvements Project, RFP 22-83; ($54,651.00 Increase, Total Contract Amount $553,032.22)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372486&GUID=CA7B7D6A-D659-40D1-91D8-A53FCA0A33FE&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Approve a Contract with the Michigan Department of Transportation for the 2023 SCOOT Expansion Project ($1,737,765.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372487&GUID=C20C17B3-F025-46E7-B80A-2C8B48D8D4B4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Approve a Construction Contract with SAK Construction, LLC for the 2023 Sewer Lining Project ($2,989,659.00, RFP 23-41)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372489&GUID=2196957F-A0EE-4287-8EA2-13F72B38350D&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Approve the Installation of Traffic Calming Devices on Grandview Dr. (Jackson Rd to Dexter Rd) ($35,000.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372488&GUID=EEC0F298-B9E1-4E30-BF21-B2FD1A9E44E7&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Authorize the Purchase of Two Automated Side Load EV Refuse Trucks on Mack Chassis’ from Fredrickson Supply (Sourcewell - $1,483,601.78)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6372490&GUID=52B49706-DC17-4B68-A17C-1315609BA578&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-9,"Resolution to Approve a Purchase Order with DTE Energy (DTE) to Conduct Updated Interconnection Studies Regarding a Solar Energy Facility at the Wheeler Center (not to exceed $90,000.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
