link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6300571&GUID=BADBD17E-5FE8-4533-BBC8-5939526A13A7&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312366&GUID=63077D2D-984A-43B4-8773-930FCEAE259F&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve Street Closure of North University between Thayer and Fletcher for the University of Michigan Center for Campus Involvement’s Festifall Event on Wednesday, August 30, 2023 from 8:00 AM until 10:00 PM",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312388&GUID=E20195B5-893C-417B-B959-5463F60E04B4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve a Street Closure of Washington Street between Fletcher and Thayer Streets for the Eli Lilly Mobile Research Unit on Thursday, September 7, 2023",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312374&GUID=C583691F-6315-42E9-9072-6A268B22385C&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Approve Street Closing for the UM Show Your Love A2 Party on Sunday, September 10, 2023 from 9:00 AM until 7:00 PM",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312387&GUID=BDCAB069-4733-4B6D-B8AC-27973F751C67&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve Street Closing for the Neutral Zone 25th Anniversary Event - Saturday, October 7, 2023",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312363&GUID=4AC9408E-34F8-4498-911D-3B8E0C3AD2A5&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Approve an Agreement with the Washtenaw County Water Resources Commissioner to Evaluate and Identify Opportunities for Stormwater Improvements in the Swift Run Creek Drainage District (Total Estimated Cost: $250,000.00)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312365&GUID=A8FCCF1B-4B2D-4BD4-AA89-552240286EE6&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Authorize the Purchase of Two Toro Groundsmaster 7210 Mowers and Accessories from Spartan Distributors Inc. (Omnia Partners - $129,865.84)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312375&GUID=97A92478-4D19-4ED0-A2AF-68D31B009D86&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-10,"Resolution to Accept an Award from the Michigan Department of Labor and Economic Opportunity in the amount of $652,453.00 for the Ann Arbor Climate Corps AmeriCorps program and Appropriate Funding in the amount of $652,453.00 (8 Votes Required)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312376&GUID=C06C5E1D-3E0F-4F39-B88A-92CF399CF7CC&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-11,Resolution to Authorize the Sustaining Ann Arbor Together Grant Program (SA2T) to Support Community Stakeholders with Advancing A2ZERO and the Community’s Goal of Carbon Neutrality by 2030,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6312960&GUID=4D0CCC63-02DD-4991-8938-5BCCA6453EC3&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-12,Resolution to Approve a Payment in Lieu of Taxes (PILOT) for Central at Stadium Blvd - 2060 West Stadium,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
