link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6560203&GUID=AFB3E34C-8F3F-483A-96EE-2ADF43310DE0&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmations,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566280&GUID=AEE4E236-C966-4109-88B6-157032A3BFD4&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve the Public Defender Services Contract with Washtenaw County ($208,123.35)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566281&GUID=04A4AA92-52C8-4140-9875-3BF2CEB1D1FC&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve an Agreement with Dawn, Inc., d/b/a Dawn Farm, to Provide Drug Abuse Counseling and Rehabilitative Services to Sobriety Court, Veterans Treatment Court, and Mental Health Court Participants ($97,900.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566279&GUID=570FD956-DA71-4E55-8DD8-9D77AA486801&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution Approve a Purchase Order to Sesame Solar, Inc. for the Purchase of a Mobile Nanogrid and 3 Years of Maintenance ($333,000)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566276&GUID=6F0C0C8A-26BA-4358-899B-6E787A3193E5&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve Amendment No. 2 to the Professional Services Agreement with Wade Trim Associates, Inc. for the State and Hill Streets Improvements Project ($521,399.00 Amendment, $1,356,213.00 Contract Total)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566277&GUID=FAC779FF-C542-4A2A-8496-2945A02BA592&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Approve a Construction Contract with Doan Construction Co. (RFP 24-05) for the 2024 Sidewalk Repair Project ($737,663.02)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566278&GUID=DF8F9DBD-1D24-4550-8C9E-A8C6C54424BB&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-6,"Resolution to Approve a Construction Contract with Precision Concrete, Inc. (RFP 24-07) for the 2024 Sidewalk Repair Project ($255,450.00)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6568175&GUID=7C6DE278-C9DD-47FD-AEBF-31BD0B4A47F9&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Accept a Michigan Economic Development Corporation Grant and Approve a Grant Agreement for the Bicentennial Park Splash Pad ($1,000,000.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566275&GUID=D204042C-7E2F-479F-AFBB-177EADD08AC2&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-8,"Resolution to Sell 123 W. Summit (formerly part of 721 N. Main) to the Ann Arbor Housing Development Corporation ($44,000.00) (8 Votes Required)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6551472&GUID=4D77DEE9-94F7-42DA-B405-3018DC6F9078&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance pass,B-1 - Motion to Approve on First Reading by Radina,An Ordinance to Amend Chapter 42 (Open Space and Parkland Preservation) of Title III of the Code of the City of Ann Arbor (ORD-24-04),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6551472&GUID=4D77DEE9-94F7-42DA-B405-3018DC6F9078&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment pass,B-1,Remove buyback clause and clarify that any funds generated must be used for the millage’s purposes.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6572576&GUID=3D17F674-0F3E-4589-B8F6-EC7E7178E620&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-1,Resolution in Support of TheRide's Proposal to Explore Alternative Options on the US-23 Corridor Project,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6575132&GUID=75518D9E-7B11-49D2-AED4-CC80AE328214&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DC-2 - Motion to Approve as Amended by Harrison,Resolution to Implement Anonymous Hiring Initiative,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6575132&GUID=75518D9E-7B11-49D2-AED4-CC80AE328214&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution amendment pass,DC-2 - Motion to Amend by Radina,Modify to direct that photographs should be removed from the job applications as well.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6566282&GUID=2CDCBC96-F17F-44A4-B2B2-36EA6A8BA2DF&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DS-1,"Resolution Authorizing Publication of Notice of Intent to Issue Capital Improvement Bonds to Fund the Development of 121 Catherine as Affordable Housing (Not to Exceed $9,000,000) (6 Votes Roll Call)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
