link,class,Agenda Number,Agenda Item,Mayor Taylor,Disch (Ward 1),Harrison (Ward 1),Song (Ward 2),Watson (Ward 2),Radina (Ward 3),Ghazi-Edwin (Ward 3),Eyer (Ward 4),Akmon (Ward 4),Briggs (Ward 5),Cornell (Ward 5)
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430461&GUID=FD76E99E-8386-457E-837D-DD4FBE54E8BA&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-1,"Resolution to Approve Amendment No. 2 to the Professional Services Agreement with Black & Veatch Ltd of Michigan to Design the Ultraviolet (UV) Disinfection System Replacement Project at the Water Resource Recovery Facility, RFP 22-22 ($493,969.00 Amendment, $898,798.00 Total Contract)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430460&GUID=B83E51EC-CB70-41D8-A207-79ACAE667C78&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-2,"Resolution to Approve a Construction Contract with Commercial Contracting Corporation for the Water Resource Recovery Facility Ultraviolet (UV) Disinfection System Replacement Project (RFP No. 23-50, $5,030,600.00)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430462&GUID=A493F4BF-F4EF-4CBB-8126-3DDB80BBF389&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-3,"Resolution to Appropriate $346,000.00 in Developer Contributions to Amend the 2023 SCOOT Expansion Project (8 Votes Required)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430497&GUID=9D68607D-D8C2-4FAC-BEA6-68C7AF87944D&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-4,"Resolution to Approve a Construction Contract with E.T. MacKenzie Company For Public Works On-Call Construction Services in the Amount of $500,000.00 for a Period of Two Years (RFP# 23-55)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430466&GUID=4943203F-DFEE-43CC-BD7A-3B6E873ADDA8&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-5,"Resolution to Accept Energy Efficiency and Conservation Block Grant Funds from the U.S. Department of Energy for Turning the Bryant Community Center into a Carbon Neutral Building and Living Learning Laboratory of Climate Action and Approve an Assistance Agreement with the U.S. Department of Energy ($182,360.00) (8 Votes Required)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430465&GUID=6540404E-61B1-41F5-BB5A-49C8AE6D5BCF&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent pass,CA-7,"Resolution to Approve the Location and Hours of City Clerk Satellite Offices on the University of Michigan Campus for the February 27, 2024 Presidential Primary Election at the Museum of Art (UMMA) and Pierpont Commons",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6427456&GUID=DF6FBD3E-5361-4B9A-A71E-EB40D8A2DB64&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,nomination pass,MC-1,Appointments - Confirmation of Julie Grand to the AAATA board,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430464&GUID=558C552D-8701-44C9-B3E6-EC8D7DDB5890&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,consent rollcall pass,CA-6,Resolution to Revise the Early Voting Center Availability for the 2024 Election Cycle to Include Citywide Access at All Locations,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6393397&GUID=0A7A0C42-23B7-498D-8958-497684B6C938&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance  pass,B-1 - Motion to Adopt on Second Reading by Radina,"An Ordinance to Amend Chapter 55 (Zoning), Amendment to the approved PUD (Planned Unit Development District), Lockwood of Ann Arbor PUD Zoning and Supplemental Regulations, 2195 East Ellsworth (CPC Recommendation: Approval - 6 Yeas and 0 Nays) (ORD-23-30)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6393398&GUID=EECA0B9F-3593-4CD4-B080-55614B761C83&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance  pass,B-2 - Motion to Adopt on Second Reading by Eyer,"An Ordinance to Amend Sections 5.17.4 and 5.18.6 of Chapter 55 (Unified Development Code) of Title V of the Code of the City of Ann Arbor (Premiums, D1 and D2 Floor Area Ratio) CPC Recommendation: Approval (7 Yeas, 0 Nays) (ORD-23-32)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6393399&GUID=0A64E817-8471-4AC5-A8C3-68FA299DEFB0&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance  pass,B-3 - Motion to Adopt on Second Reading by Briggs,"An Ordinance to Amend Sections 5.10.2 and 5.17 of Chapter 55 (Unified Development Code) of Title V of the Code of the City of Ann Arbor (TC1 Front Setback) (CPC Recommendation:  Denial, 5 Yes, 3 No) (ORD-23-33)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6393400&GUID=8E2B562A-B0F8-4F01-90E1-28BFF2BC4104&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance  pass,B-4 - Motion to Adopt on Second Reading by Eyer,"An Ordinance to Amend the Zoning Map, Being a Part of Section 5.10.2 of Chapter 55 of Title V of The Code of The City of Ann Arbor, Rezoning of 8.3 Acres from P (Parking District) to C2B (Business Service District), 900 Briarwood Circle (CPC Recommendation: Approval - 8 Yeas and 0 Nays) (ORD-23-31)",TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6430463&GUID=3FC3EF98-B859-407E-8A6F-09ED399EBDB9&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,resolution pass,DB-1,Resolution to Approve 900 Briarwood Circle Site Plan and Development Agreement at 900 Briarwood Circle (CPC Recommendation: Approval - 6 Yeas and 0 Nays).,TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6417563&GUID=635BB369-5818-44FE-ABB3-74524A3B9E09&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance pass,C-1 - Motion to Approve as Amended on First Reading by Cornell,An Ordinance to Add Chapter 75 (Leaf Blowers) to Title VI of City Code (ORD-23-35),TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6417563&GUID=635BB369-5818-44FE-ABB3-74524A3B9E09&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment pass,C-1 - Motion to Amend by Edwin,Replacement Ordinance (Friendly),TRUE,TRUE,TRUE,Absent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
https://a2gov.legistar.com/LegislationDetail.aspx?ID=6417563&GUID=635BB369-5818-44FE-ABB3-74524A3B9E09&G=505481FE-B2ED-4B34-9A92-FDB26536D1E1&Options=&Search=,ordinance amendment fail,C-1 - Motion to Amend by Radina,Delay implementation until 2025,FALSE,FALSE,TRUE,Absent,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
